"label,""tweet"""
"negative,""traveloka kok gabisa pake kartu kredit ya?????? kek shopee, w kira cc w yg gabisa tp pas di jepang bisa loh w pake, cuma di indo doang yg gbisa"""
"negative,""Hi @traveloka your new ""trip summary"" layout sucks, now we're unable to take a complete screenshot since you decide to make the tickets horizontal like this. Cc @ecommurz"""
"negative,""halo @traveloka ini gmna ya sy udh pesen tiket pesawat tp malah etiketnya gk muncul krna status pembayaran blm terkonfirmasi, udh ngirim bukt tf tp msh belum ada perubahan jg gmn sikk kesel deh????"""
"positive,""Traveloka kl ngasih diskon emng selalu bikin terheran heran #JadiEPICLagi"""
"positive,""Emang keren bangettttt dah Traveloka #JadiEPICLagi"""
"negative,""i swear @traveloka is the worst, bulan September lalu papa saya beli 4 tiket buat liburan ke Singapura. Beli tiket pulang juga untuk tanggal 3 Januari 2022, beberapa hari kemudian, dibilang kalau flight Singapura - Jakarta direschedule jadi 3 Desember 2021. Agak ngga masuk akal?"""
"negative,""Perginya ke Singapura aja baru tanggal 20an Desember kok di reschedulenya sebulan sebelum flight. Sudah kan lalu saya lapor minta bantuan dari traveloka untuk di refund karena di reschedule lagi udah gabisa. Berkali-kali sampai hari ini minta bantuan refund alasannya dari pihak"""
"negative,""juga ada di Singapura minta disuruh terbang dari Singapura. Where's the logic? We want our money back @traveloka we lost over Rp12 jt 

I just saw a post you made on Instagram, are you kidding me? is this some kind of twisted joke?"""
"positive,""traveloka epic teruzzz #JadiEPICLagi"""
"positive,""Buset ini diskon sampe 80% loh, aduh Traveloka #JadiEPICLagi emang the best dah, cuma sampe tgl 6 dong yuk serbu"""
"negative,""@traveloka min, saya tadi melakukan pembelian tiket pesawat, sudah dibayar dalam rentang waktu namun hingga saat ini blm ada issued ticket (waktu sudah terlewat)"""
"positive,""Pokoknya ni guys, kalo mau staycation udah nggak usah mikir pake Traveloka EPIC Sale diskon s.d. 80% sampai 6 Juni 2022 mulai jam 8 pagi Okayy #JadiEPICLagi"""
"positive,""Traveloka diskon mulu astaga dari hari ini sampai 6 Juni 2022 dimulai jam 8 pagi, siattt siatt siattt..."""
"positive,""Kalo mau nginep mudah abnget nih guys, tinggal pake Traveloka EPIC Sale diskon s.d. 80% sampai 6 Juni 2022 mulai jam 8 pagi #JadiEPICLagi"""
"negative,""@traveloka parah banget yah. Hotel udah full, di aplikasi masih tersedia kamar. Disamperin ke hotelnya udh ga bisa karna full. Pengajuan refund ribet banget dan lama. Telfon dilempar kesana kesini.. ampe pulsa abis. Gimana nih tanggung jawabnya?!!!!"""
"negative,""Gue udah 2 kali di-reschedule sama @SriwijayaAir untuk penerbangan yang sama. Yang kedua lebih parah, gue dr pagi dipindah ke pesawat malam. Gue bisa refund aja gak nih @traveloka?"""
"negative,""@traveloka bisa-bisanya dibatalin h-1. gimana nih min parah bgt seengganya kalo dipindahin cariin yg setara kek"""
"negative,""@traveloka traveloka eats pelayanannya kok lelet banget sih? Dari awal pake bermasalah terus, makin kesini bukannya ada inprovement malah makin parah aja????????????"""
"negative,""udh nyewa hotel, persiapan sana sini, malah car rent nya batalin sepihak di hari H, mana non-refundable service lagi, parah banget @traveloka"""
"negative,""efek dapet tiket mudik (kereta) tapi belom dapet tiket balik. nyari2 bis yg rada murah dan tanggalnye ga jauh2 bgt, tapi ternyata harga bis lebih parah?? ada yg murah di traveloka tapi reviewnye kacaw. hue."""
"negative,""bener banget, gue juga gaenakan parah, aplg klo bicara langsung depan gue. gue lagi kejadian ini temen pake pylater traveloka gue. nagihnya susah bener, dari mohon2 sampe maki2. tiap bulan telat sampe 20hari. 
limit gue dari 10jt turun jadi 2jt. entahlah gmn riwayat perbankan gue"""
"negative,""@traveloka pengembalian uang katanya 5 hari kerja. Uang jd nyangkut gini beli tiket. Parah traveloka parah."""
"negative,""@traveloka cs traveloka eats bener2 pelayanannya ?????? slow respon parah"""
"negative,""Traveloka eats knp lama bgt deh @traveloka parah"""
"negative,""Traveloka parah bgt deh ah, kalo reschedules di info kek, untung bgt bangun tidur langsung inget buat check in online. Kalo engga udah deh angus tuh tiket extend aja sekalian nyepi, sebel"""
"positive,""HUT nya traveloka ini diskonnya parah emang, pengen staycat tapi jaga-jaga ada keperluan yang lebih urgen."""
"negative,""Mbak mending 30 desember. Saya sudah 6 bulan lalu mba. Tadi di IG ada yg curhat sudah 2 tahun. Parah nih emang traveloka, saya minta uang dibalikin kayak ngemis."""
"negative,""@traveloka traveloka parah nih... Sudah 14 jam tapi kendala gua ga di urus... Balikinu uang gua woi... Dah dtungguin tapi ga ada penyelesaian apapun...."""
"negative,""@traveloka parah bgt min responny, udh buang pulsa jga call centernya ga bisa??? di tlp"""
"negative,""Pengalaman pake Traveloka Eats ?? parah.."""
"negative,""@traveloka parah nih traveloka eats, bukannya kalian udh pny kurir sendiri ya? kok ini dilempar ke gojek, drivernya ga niat ngambil orderan kyknya nih udh 20menit lebih semenjak dpt driver tp ga diambil2. no pesanan 758431975"""
"negative,""pokonya saya mau cancel! karena saya udh beli makanan lain. chat di inbox traveloka parah cs nya"""
"negative,""Parah traveloka gabisa reschdule padahal ngasih link tautan reschdule @traveloka ini gimana sih"""
"negative,""@traveloka pelayanan reshedule PARAH BGT! GA TANGGUNG JAWAB SAMA SEKALI!"""
"negative,""Iya, saya juga hampir lewat. Hampir sebulan sy selesai masalahnya. Refund nya kartu kredit blm selesai. Masih nunggu hasilnya juga. Parah lah service traveloka. Udah ga kayak dulu. Parah bener."""
"negative,""udh pesen, udh bayar tp ternyata tempatnya tutup. pdhl di aplikasi buka. mau proses refund gabisa. huhu kecewa???????? @traveloka"""
"negative,""Bangke nih @traveloka sampe sekarang tiket gue yg di cancel ga ada refund!!! PARAH BANGET WOY UDAH 6 BULAN LEBIH!!!"""
"negative,""Asli ini ga tau apa @traveloka atau @Bluebirdgroup bigbird yang salah kordinasi, menurut saya dua-duanya salah. Penumpang di mobil pada ngamuk2, bapak drivernya malah barusan salah masuk ke kawasan industri dikiranya rest area. Ini parah banget. ??????"""
"negative,""Sangat kecewa, inginku berkata kasar Sama @traveloka @Bluebirdgroup . Saya tau uang bayar #bigbird kami uni sedikit, tapi Saya jg bisa bilang, yang sedikit ini begitu berharga, apa lagi waktu. Tolong ganti aja itinerarynya ??"""
"positive,""promo traveloka eats parah sih, sampe sekarang masih 50% dong ??"""
"negative,""@traveloka traveloka penanganan komplain sumpah lama bgt parah"""
"negative,""Beli @Mangkokku_id Tebet jam 6 di @traveloka baru nyampe hampir jam 9 malem. Mantep lah. Btw, kesalahan ada di mangkokkunya. Pake ada drama salah ngasih makanan. Kasihan driver bolak balik. Makanan sampe dingin parah ampe melempem semua wkwkwk 
@kaesangp @ArnoldPoernomo"""
"positive,""for the first time cobain ayam bang dava dan rasanya ENAKKK BANGETTT 1000/10 
gak expect bakal sepenuh itu isinya sumpah. mana ada pilihan nasi merah sm serundeng, sambelnya juga enak parah kata ortu gue?? ditambah promo traveloka eats mantep bgt 3 paket cuman 22k"""
"negative,""@traveloka hari ini traveloka eats parah banget, aku sama temen2 kantorku order tiba2 di cancel padahal udah nunggu sejam. Refund gajelas. Hubungi cs gaada respon. Telpon call centre ga nyambung2. BYE."""
"negative,""Yakali orang pengen ayam yang makanan utamanya, malah dikirim gini doang. Parah banget restonya, anak orang lu suruh makan nasi sama kerupuk doang??? Kenapa coba gak dicancel aja, mana refund pun lama ya, gak langsung. Mempersulit sekali.

Gimana nih @traveloka"""
"negative,""Parah sih Traveloka JANJIIN dari Hari minggu 2Hari mau di transfer sampai sekarang gak ada TRANSFERAN MASUK, UDAH TELPON CS BERKALI2 SAMPAI HABIS RATUSAN RIBU TAPI MASIH BELUM DI TRANSFER JUGA, PADAHAL KATA CS NYA MAKSIMAL 2HARI SUDAH DI TRANSFER"""
"negative,""@traveloka hallo traveloka, saya sudah pesan tiket dan bayar, tapi sudah hampir 12 jam menunggu tiket msh belum kelar juga.. sudah chat di inbox dan sudah telpon CS sampai 4 kali... parah deh !!"""
"negative,""Ngurus reschedule di @traveloka bnrn ribet beut! Biasanya pk @tiket tp gara2 promo gak seberapa malah jd super ribet. Pdhl dr pihak hotelnya udah oke, tp travelokanya yg bikin ribet sndri. Anjirrr.."""
"negative,""Pdhl kmrn sempet ngajuin refund 2x di @tiket gak sampe 2 minggu uda kelar. Amazed banget sih.. kalo di @traveloka sih boro2, 3 bulan baru dibayar itu aja kudu ditelpon bolak-balik! Parah sih traveloka sekarang, aselikk!"""
"negative,""Parah banget aku nunggu sejam beli makan di @traveloka 3x di refund ?????? kasian anaconda ku"""
"negative,""Parah habis, saya call ke call center hari ini untuk menanyakan proses nya sejak tgl 2 nov dan dibilanf harus nunggu 20 hari lagi mulai hari ini untuk proses pengajuan @traveloka paylater card, sy minta batalin dibilang ga bisa, parahhhhh bgt bgt!!!"""
"positive,""Asli ga sabar parah nunggu #1111travelokadeals dari tanggal 8 - 14 nov , keren abis sih #JamTerbangTraveloka yang banyak gratisan nya beuh asik"""
"negative,""@traveloka min. Anjir capek banget ini nunggunya. Orang2 dmnya udah dibales knp punya saya blm????? Saya udh gercep buar lgsg dicancel, tapi dmnya gak sibales. Mention juga gak dibales. GIMANA SIH??????? servicenya jelek parah."""
"negative,""CSnya traveloka parah banget ya ternyata? Sebobrok itu. Barusan gue pesen re.juve drivernya ga jalan2 udah dichat dan ditelepon ga dibales2 agak kurangajar ya. Akhirnya tlp CS minta refund. Trus katanya oke mau dicariin driver yg baru, sampe sekarang masih begini"""
"negative,""Ga lagi2 deh book flight ticket di @traveloka. Lamaaa abis! Mending lapak sebelah. Cepet dan ga berbelit2. Ini proses refund gue udh lebih dr 90 hari ga ada kejelasan. Alesan follow up muluuuk. Lama banget oi. Capek deh! Kecewa."""
"negative,""Parah emang nih traveloka. Besok2 kapok aku booking disini. Mau pake yg lain aja. Kalo ada kendala, cepet banget proses refund ketimbang traveloka!!!"""
"negative,""Udah 2x ngisi uangku di traveloka padahal udah bener step nya tapi tetep aja ga masuk. Parah sih traveloka"""
"positive,""parah traveloka epic sale mantep bgt. Dpt hotel 5 hari bintang 3 sih 250an WKWKWKWK"""
"negative,""traveloka jauh lbh parah drpd agoda. refund bs 3 bln , ud booking tp kaga di pesenin, komplain jg gk ada respon wkwk. agoda mah telp aja ke cs nya. gk ush lwt twitter lsg di beresin koq"""
"negative,""Wah gila, baru kali ini pesen akomodasi di @traveloka dapet nya yang keterlaluan parah sih"""
"negative,""Cukup deh pake apps @traveloka .Ga mau kan udah booking dan udah sampe airport ujug2 gini kabarnya? Cari apps lain deh."""
"negative,""Nangis bgt itu traveloka grand bazaarnya harga anjlok parah tp timing gw gatepat, gabisa booking AAAAAAAAAKKK ??"""
"negative,""@traveloka makin lama makin parah nih layanan pembayaran tagihan, gak kayak dlu lagi. Biaya layanananya ngeri, masa semua metode pembayaran kena biaya layanan + admin fee lagi, apalagi kalau pembayaran tagihan dengan CC. Kl begini terus say goodbye to you ??"""
"negative,""Udahla @traveloka basi tau... Tim spesialist apanya ... Refund kita2 sengaja di molor2in mulu ... Yang seharusnya sudah cair ini di undur2 malah , yang menjadi hak penumpang kalian pending berlama lama ...parah"""
