index,count word,label,tweet;
"1100,38,positive,""Bener dok, aku kalo ngerasa sakit di tubuh bagian dlm langsung cari tau di internet. Kalo masih blom nemu masalahnya ya chat tanya ke dokter online. Nah kebetulan kemarin nyobain Traveloka Health, dokternya balesnya cepet dan gratis juga""";
"1101,31,positive,""betul sekali, dan sekarang ga perlu ribet apapun #YangKamuButuhkan bisa tanya & konsul ke Dokter Traveloka Health. chat Dokter gratis pake kode kupon dan beli obat juga cepet banget prosesnya hihi""";
"1102,37,positive,""Terima kasih pada Traveloka Health yang mention hak ini, emang rada susah sih bilangin org yg gemes ke bayi-bayi sampai cubit-cibit pipi takutkan kalau dilarang malah sakit hati, bilangnya kita terlalu berlebihan. Tapi memang #YangKamuButuhkan itu tegas.""";
"1103,26,positive,""anehnya ibu-ibu sekarang tuh kalau konsultasi bukannya ke yang ahli malah ke Facebook ???? mending si konsultasi ke Traveloka Health aja deh, ditangani ke ahlinya langsung""";
"1104,24,positive,""Aku suka banget sama Traveloka Health, soalnya bener-bener gercep sama mampu bikin aku makin bisa berusaha biar lebih baiknya menghadapi gejala penyakit kaya gimana.""";
"1105,21,positive,""wahhhhh. masih planning padahal, traveloka lagi. masuk tweet nya mincot lagi, udah have a good day untuk yang bikin story :D""";
1106,5,positive,strategi traveloka emg smooth bgt;
1107,16,negative,nasih org2 yg ketipu sm tiket npf gimna ya.. skrng tiketnya masi ada lo di traveloka;
"1108,15,negative,""Iyaaa heran dah ga ttd nda apa ya, ga mungkin sekelas traveloka ngga ada nda""";
1109,18,negative,Hati hati penipuan yang dilakukan oleh @traveloka bersama sama dgn hotel Sotis Kemang ketika pesan kamar di aplikasi;
"1110,21,positive,""Thank you Nder, gua jadi tau bentar lagi bakal ada diskon traveloka eats lagi setalah hampir sebulan diskon cuma 10rb wkwk""";
1111,5,negative,Mo buka traveloka mesti kesini??????????????;
"1112,12,positive,""baru sadarr, emang terbaik @traveloka manajemen issue nya, pada alumni mana sih""";
"1113,33,positive,""@traveloka nah gini dong traveloka, skrg kalo udah bayar paylater ada notif pembayaran berhasilnya. Jadi kan customer kaya saya ada bukti apabila dikemudian hari tiba2 ditagih gajelas. ";
"Nice work setelah di komplen abis2an??????""";
1114,27,negative,Saya tidak terima jika Traveloka mengizinkan pihak hotel merubah pesanan tanpa konfirmasi terlebih dahulu. Dan saya jelas akan menolak jika disampaikan diawal. Trus bagaimana tanggung jawab Traveloka?;
"1115,41,negative,""All traveloka does is apologize and keep on asking me to wait for the response from their flight specialist. With my flight leaving tomorrow, they still asked me to wait. It’s really a IRRESPONSIBLE online travel agent that everyone should avoid.""";
"1116,37,negative,""Hi, referring to the article you wrote “Should you book with Traveloka”whereby you suggest that Traveloka being one of the top online travel agencies. Just want to share my view with you about this travel agent";" IRRESPONSIBLE."""
1117,5,positive,Traveloka food juga mayan ehehhe;
1118,20,negative,@traveloka Hati hati saja jika pesan hotel menggunakan traveloka. Tidak ada tanggung jawab ketika kita mengalami masalah. Mau menang sendiri;
"1119,34,negative,""rapihhh banget gila dia, padahal aku termasuk yg aware sama modus2 tipu2 gini, tp kena juga ?? we shouldnt trust people easily. aku udah laporin ke polisi, dan akun dia di traveloka udah diban""";
"1120,44,negative,""akupun tertipu hari minggu kemarin.. yakin trf karena nomor rekeningnya emang nomor rekening traveloka yg udah aku save di mbanking. ";
;
"ternyata yg kubayar bukan tiket pesawat, tp voucher gift buat akun dia (atau akun dia yg lain di traveloka) dan sayangnya itu non refundable""";
1121,24,negative,traveloka tuh lama lama emang ga worth buat jadi trusted OAT. bisa bisanya ngasih PNR yg di ticket beda sama yg di official airlines;
"1122,42,negative,""Min, refund saya sudah sampe mana? Kok gada kabar? Enak y, kerja dsana makan gaji buta, balas pake template doang, dengan kata2 mohon maaf atas ketidaknyamanannya kak. Trus dibiarin gitu aja. Sampe sekarang gada kabar. I want my money back @traveloka #travelokakecewa""";
"1123,35,negative,""Pihal @traveloka Via telpon saja ayok saya jelaskan biar jelas, Kan saya melakukan pembayaran dengan Pememsanan itu saya d blokir kan dia Penipu ga mngkin saya chat dia??????, ternyata pemesanan dia Palsu bukan buat saya""";
"1124,20,negative,""Halo @traveloka saya mau ganti nama tamu di booking hotel tgl 26 May tapi tidak bisa melalui app ";
"Please advice""";
"1125,48,negative,""Halo jadi Kasus aku itu aku udah lapor ke @traveloka , aku udah buktiin Bayar dan Bukti chat Penipuan, disitu ada nomor pesanan , kenapa traveloka tidak mau Bantu ya? itu pesanan iya harus di jaga privacy tpi kalau ada bukti lengkap penipuan kan bisa di bantu. :(""";
1126,8,positive,Kwkwwkwkkw yook lippp traveloka tiket murah kok ????;
"1127,12,negative,""TI 11 di Singapore, buka traveloka check harga tiket pesawat, mahal :(""";
"1128,39,positive,""Gara-gara liat reels Awkarin ma @traveloka, jadi bm liburan, apalagi liburan bareng temen-temen atau ayang tapi aku gapunya hufff. tp gpp dah, yang penting liburannn dan bisa #LihatDuniaLagi yang masyaallah tempat wisatanya indah-indah bangetttt di Likupang.";
;
"OTW LIBURAN DAH INI~""";
1129,12,negative,Susah deh klo lg cpt cpt bedain twitter sama traveloka wkkwkw asem;
1130,9,positive,ya kannnn. traveloka eats juga mayan diskonnya tongg cobain;
1131,7,positive,Traveloka promo tuhhh. Yakin gamau staycation bareng?;
1132,24,positive,Entah knp ga tergiur diskonan hotel traveloka tapi kalo dia ngeWA ngajak malem ini mau yg semalem sejuta pun gaasss ga pake rem ??????;
"1133,9,negative,""Traveloka epic sale cepet banget berubah tuh harga, heran""";
1134,6,positive,Anjirrrrr traveloka promo gede gedean gilaa??????;
"1135,9,negative,""@traveloka appnya gajelas, csnya gajelas, respon timenya juga ??????""";
"1136,18,positive,""Traveloka Epic Sale!!! ";
;
"Buat yg mo traveling di Jogja cocok bgt nih. Harga penginapannya lebih murah dari seblak??????""";
"1137,29,negative,""traveloka kok gabisa pake kartu kredit ya…… kek shopee, w kira cc w yg gabisa tp pas di jepang bisa loh w pake, cuma di indo doang yg gbisa""";
1138,28,negative,Hi @traveloka your new trip summary layout sucks.  now we're unable to take a complete screenshot since you decide to make the tickets horizontal like this. Cc @ecommurz.;
"1139,34,negative,""halo @traveloka ini gmna ya sy udh pesen tiket pesawat tp malah etiketnya gk muncul krna status pembayaran blm terkonfirmasi, udh ngirim bukt tf tp msh belum ada perubahan jg gmn sikk kesel deh????""";
1140,10,positive,Traveloka kl ngasih diskon emng selalu bikin terheran heran #JadiEPICLagi;
1141,6,positive,Emang keren bangettttt dah Traveloka #JadiEPICLagi;
"1142,45,negative,""i swear @traveloka is the worst, bulan September lalu papa saya beli 4 tiket buat liburan ke Singapura. Beli tiket pulang juga untuk tanggal 3 Januari 2022, beberapa hari kemudian, dibilang kalau flight Singapura - Jakarta direschedule jadi 3 Desember 2021. Agak ngga masuk akal?""";
1143,42,negative,Perginya ke Singapura aja baru tanggal 20an Desember kok di reschedulenya sebulan sebelum flight. Sudah kan lalu saya lapor minta bantuan dari traveloka untuk di refund karena di reschedule lagi udah gabisa. Berkali-kali sampai hari ini minta bantuan refund alasannya dari pihak;
"1144,43,negative,""juga ada di Singapura minta disuruh terbang dari Singapura. Where's the logic? We want our money back @traveloka we lost over Rp12 jt ";
;
"I just saw a post you made on Instagram, are you kidding me? is this some kind of twisted joke?""";
1145,4,positive,traveloka epic teruzzz #JadiEPICLagi;
"1146,20,positive,""Buset ini diskon sampe 80% loh, aduh Traveloka #JadiEPICLagi emang the best dah, cuma sampe tgl 6 dong yuk serbu""";
"1147,24,negative,""@traveloka min, saya tadi melakukan pembelian tiket pesawat, sudah dibayar dalam rentang waktu namun hingga saat ini blm ada issued ticket (waktu sudah terlewat)""";
"1148,27,positive,""Pokoknya ni guys, kalo mau staycation udah nggak usah mikir pake Traveloka EPIC Sale diskon s.d. 80% sampai 6 Juni 2022 mulai jam 8 pagi Okayy #JadiEPICLagi""";
"1149,18,positive,""Traveloka diskon mulu astaga dari hari ini sampai 6 Juni 2022 dimulai jam 8 pagi, siattt siatt siattt...""";
"1150,24,positive,""Kalo mau nginep mudah abnget nih guys, tinggal pake Traveloka EPIC Sale diskon s.d. 80% sampai 6 Juni 2022 mulai jam 8 pagi #JadiEPICLagi""";
"1151,37,negative,""@traveloka parah banget yah. Hotel udah full, di aplikasi masih tersedia kamar. Disamperin ke hotelnya udh ga bisa karna full. Pengajuan refund ribet banget dan lama. Telfon dilempar kesana kesini.. ampe pulsa abis. Gimana nih tanggung jawabnya?!!!!""";
"1152,29,negative,""Gue udah 2 kali di-reschedule sama @SriwijayaAir untuk penerbangan yang sama. Yang kedua lebih parah, gue dr pagi dipindah ke pesawat malam. Gue bisa refund aja gak nih @traveloka?""";
1153,16,negative,@traveloka bisa-bisanya dibatalin h-1. gimana nih min parah bgt seengganya kalo dipindahin cariin yg setara kek;
"1154,22,negative,""@traveloka traveloka eats pelayanannya kok lelet banget sih? Dari awal pake bermasalah terus, makin kesini bukannya ada inprovement malah makin parah aja????????????""";
"1155,22,negative,""udh nyewa hotel, persiapan sana sini, malah car rent nya batalin sepihak di hari H, mana non-refundable service lagi, parah banget @traveloka""";
"1156,35,negative,""efek dapet tiket mudik (kereta) tapi belom dapet tiket balik. nyari2 bis yg rada murah dan tanggalnye ga jauh2 bgt, tapi ternyata harga bis lebih parah?? ada yg murah di traveloka tapi reviewnye kacaw. hue.""";
"1157,45,negative,""bener banget, gue juga gaenakan parah, aplg klo bicara langsung depan gue. gue lagi kejadian ini temen pake pylater traveloka gue. nagihnya susah bener, dari mohon2 sampe maki2. tiap bulan telat sampe 20hari. ";
"limit gue dari 10jt turun jadi 2jt. entahlah gmn riwayat perbankan gue""";
1158,16,negative,@traveloka pengembalian uang katanya 5 hari kerja. Uang jd nyangkut gini beli tiket. Parah traveloka parah.;
1159,10,negative,@traveloka cs traveloka eats bener2 pelayanannya ?????? slow respon parah;
1160,8,negative,Traveloka eats knp lama bgt deh @traveloka parah;
"1161,32,negative,""Traveloka parah bgt deh ah, kalo reschedules di info kek, untung bgt bangun tidur langsung inget buat check in online. Kalo engga udah deh angus tuh tiket extend aja sekalian nyepi, sebel""";
"1162,16,positive,""HUT nya traveloka ini diskonnya parah emang, pengen staycat tapi jaga-jaga ada keperluan yang lebih urgen.""";
"1163,29,negative,""Mbak mending 30 desember. Saya sudah 6 bulan lalu mba. Tadi di IG ada yg curhat sudah 2 tahun. Parah nih emang traveloka, saya minta uang dibalikin kayak ngemis.""";
1164,24,negative,@traveloka traveloka parah nih... Sudah 14 jam tapi kendala gua ga di urus... Balikinu uang gua woi... Dah dtungguin tapi ga ada penyelesaian apapun....;
"1165,15,negative,""@traveloka parah bgt min responny, udh buang pulsa jga call centernya ga bisa” di tlp""";
1166,6,negative,Pengalaman pake Traveloka Eats ?? parah..;
"1167,36,negative,""@traveloka parah nih traveloka eats, bukannya kalian udh pny kurir sendiri ya? kok ini dilempar ke gojek, drivernya ga niat ngambil orderan kyknya nih udh 20menit lebih semenjak dpt driver tp ga diambil2. no pesanan 758431975""";
1168,17,negative,pokonya saya mau cancel! karena saya udh beli makanan lain. chat di inbox traveloka parah cs nya;
1169,13,negative,Parah traveloka gabisa reschdule padahal ngasih link tautan reschdule @traveloka ini gimana sih;
1170,10,negative,@traveloka pelayanan reshedule PARAH BGT! GA TANGGUNG JAWAB SAMA SEKALI!;
"1171,30,negative,""Iya, saya juga hampir lewat. Hampir sebulan sy selesai masalahnya. Refund nya kartu kredit blm selesai. Masih nunggu hasilnya juga. Parah lah service traveloka. Udah ga kayak dulu. Parah bener.""";
"1172,19,negative,""udh pesen, udh bayar tp ternyata tempatnya tutup. pdhl di aplikasi buka. mau proses refund gabisa. huhu kecewa???????? @traveloka""";
1173,20,negative,Bangke nih @traveloka sampe sekarang tiket gue yg di cancel ga ada refund!!! PARAH BANGET WOY UDAH 6 BULAN LEBIH!!!;
"1174,37,negative,""Asli ini ga tau apa @traveloka atau @Bluebirdgroup bigbird yang salah kordinasi, menurut saya dua-duanya salah. Penumpang di mobil pada ngamuk2, bapak drivernya malah barusan salah masuk ke kawasan industri dikiranya rest area. Ini parah banget. ??????""";
"1175,35,negative,""Sangat kecewa, inginku berkata kasar Sama @traveloka @Bluebirdgroup . Saya tau uang bayar #bigbird kami uni sedikit, tapi Saya jg bisa bilang, yang sedikit ini begitu berharga, apa lagi waktu. Tolong ganti aja itinerarynya ??""";
"1176,11,positive,""promo traveloka eats parah sih, sampe sekarang masih 50% dong ??""";
1177,8,negative,@traveloka traveloka penanganan komplain sumpah lama bgt parah;
"1178,40,negative,""Beli @Mangkokku_id Tebet jam 6 di @traveloka baru nyampe hampir jam 9 malem. Mantep lah. Btw, kesalahan ada di mangkokkunya. Pake ada drama salah ngasih makanan. Kasihan driver bolak balik. Makanan sampe dingin parah ampe melempem semua wkwkwk ";
"@kaesangp @ArnoldPoernomo""";
"1179,44,positive,""for the first time cobain ayam bang dava dan rasanya ENAKKK BANGETTT 1000/10 ";
"gak expect bakal sepenuh itu isinya sumpah. mana ada pilihan nasi merah sm serundeng, sambelnya juga enak parah kata ortu gue?? ditambah promo traveloka eats mantep bgt 3 paket cuman 22k""";
"1180,31,negative,""@traveloka hari ini traveloka eats parah banget, aku sama temen2 kantorku order tiba2 di cancel padahal udah nunggu sejam. Refund gajelas. Hubungi cs gaada respon. Telpon call centre ga nyambung2. BYE.""";
"1181,40,negative,""Yakali orang pengen ayam yang makanan utamanya, malah dikirim gini doang. Parah banget restonya, anak orang lu suruh makan nasi sama kerupuk doang??? Kenapa coba gak dicancel aja, mana refund pun lama ya, gak langsung. Mempersulit sekali.. Gimana nih @traveloka.""";
"1182,40,negative,""Parah sih Traveloka JANJIIN dari Hari minggu 2Hari mau di transfer sampai sekarang gak ada TRANSFERAN MASUK, UDAH TELPON CS BERKALI2 SAMPAI HABIS RATUSAN RIBU TAPI MASIH BELUM DI TRANSFER JUGA, PADAHAL KATA CS NYA MAKSIMAL 2HARI SUDAH DI TRANSFER""";
"1183,34,negative,""@traveloka hallo traveloka, saya sudah pesan tiket dan bayar, tapi sudah hampir 12 jam menunggu tiket msh belum kelar juga.. sudah chat di inbox dan sudah telpon CS sampai 4 kali... parah deh !!""";
"1184,32,negative,""Ngurus reschedule di @traveloka bnrn ribet beut! Biasanya pk @tiket tp gara2 promo gak seberapa malah jd super ribet. Pdhl dr pihak hotelnya udah oke, tp travelokanya yg bikin ribet sndri. Anjirrr..""";
"1185,36,negative,""Pdhl kmrn sempet ngajuin refund 2x di @tiket gak sampe 2 minggu uda kelar. Amazed banget sih.. kalo di @traveloka sih boro2, 3 bulan baru dibayar itu aja kudu ditelpon bolak-balik! Parah sih traveloka sekarang, aselikk!""";
1186,16,negative,Parah banget aku nunggu sejam beli makan di @traveloka 3x di refund ?????? kasian anaconda ku;
"1187,42,negative,""Parah habis, saya call ke call center hari ini untuk menanyakan proses nya sejak tgl 2 nov dan dibilanf harus nunggu 20 hari lagi mulai hari ini untuk proses pengajuan @traveloka paylater card, sy minta batalin dibilang ga bisa, parahhhhh bgt bgt!!!""";
"1188,23,positive,""Asli ga sabar parah nunggu #1111travelokadeals dari tanggal 8 - 14 nov , keren abis sih #JamTerbangTraveloka yang banyak gratisan nya beuh asik""";
"1189,34,negative,""@traveloka min. Anjir capek banget ini nunggunya. Orang2 dmnya udah dibales knp punya saya blm????? Saya udh gercep buar lgsg dicancel, tapi dmnya gak sibales. Mention juga gak dibales. GIMANA SIH??????? servicenya jelek parah.""";
"1190,41,negative,""CSnya traveloka parah banget ya ternyata? Sebobrok itu. Barusan gue pesen re.juve drivernya ga jalan2 udah dichat dan ditelepon ga dibales2 agak kurangajar ya. Akhirnya tlp CS minta refund. Trus katanya oke mau dicariin driver yg baru, sampe sekarang masih begini""";
1191,39,negative,Ga lagi2 deh book flight ticket di @traveloka. Lamaaa abis! Mending lapak sebelah. Cepet dan ga berbelit2. Ini proses refund gue udh lebih dr 90 hari ga ada kejelasan. Alesan follow up muluuuk. Lama banget oi. Capek deh! Kecewa.;
"1192,23,negative,""Parah emang nih traveloka. Besok2 kapok aku booking disini. Mau pake yg lain aja. Kalo ada kendala, cepet banget proses refund ketimbang traveloka!!!""";
1193,19,negative,Udah 2x ngisi uangku di traveloka padahal udah bener step nya tapi tetep aja ga masuk. Parah sih traveloka;
1194,15,positive,parah traveloka epic sale mantep bgt. Dpt hotel 5 hari bintang 3 sih 250an WKWKWKWK;
"1195,38,negative,""traveloka jauh lbh parah drpd agoda. refund bs 3 bln , ud booking tp kaga di pesenin, komplain jg gk ada respon wkwk. agoda mah telp aja ke cs nya. gk ush lwt twitter lsg di beresin koq""";
"1196,15,negative,""Wah gila, baru kali ini pesen akomodasi di @traveloka dapet nya yang keterlaluan parah sih""";
1197,21,negative,Cukup deh pake apps @traveloka .Ga mau kan udah booking dan udah sampe airport ujug2 gini kabarnya? Cari apps lain deh.;
"1198,17,negative,""Nangis bgt itu traveloka grand bazaarnya harga anjlok parah tp timing gw gatepat, gabisa booking AAAAAAAAAKKK ??""";
"1199,40,negative,""@traveloka makin lama makin parah nih layanan pembayaran tagihan, gak kayak dlu lagi. Biaya layanananya ngeri, masa semua metode pembayaran kena biaya layanan + admin fee lagi, apalagi kalau pembayaran tagihan dengan CC. Kl begini terus say goodbye to you""";
"1200,33,negative,""Udahla @traveloka basi tau... Tim spesialist apanya ... Refund kita2 sengaja di molor2in mulu ... Yang seharusnya sudah cair ini di undur2 malah , yang menjadi hak penumpang kalian pending berlama lama ...parah""";
